publishedAt,title,description
2021-07-19,2021-07-19	2021-07-19 15:30:03	V	Visa Inc.	Has Visa (V) Outpaced Other Business Services Stocks This Year?	Is (V) Outperforming Other Business Services Stocks This Year?	https://finance.yahoo.com/news/visa-v-outpaced-other-business-153003897.html?.tsrc=rss,2021-07-19	2021-07-19 15:30:03	V	Visa Inc.	Has Visa (V) Outpaced Other Business Services Stocks This Year?	Is (V) Outperforming Other Business Services Stocks This Year?	https://finance.yahoo.com/news/visa-v-outpaced-other-business-153003897.html?.tsrc=rss
2021-07-20,2021-07-20	2021-07-20 12:17:12	V	Visa Inc.	Delta Variant Pulls Back Payment Stocks: Should You Worry?	The recent spike in COVID-19 Delta variant cases and the consequent restriction on travel drag payment stocks.	https://finance.yahoo.com/news/delta-variant-pulls-back-payment-121712405.html?.tsrc=rss,2021-07-20	2021-07-20 12:17:12	V	Visa Inc.	Delta Variant Pulls Back Payment Stocks: Should You Worry?	The recent spike in COVID-19 Delta variant cases and the consequent restriction on travel drag payment stocks.	https://finance.yahoo.com/news/delta-variant-pulls-back-payment-121712405.html?.tsrc=rss
2021-07-20,2021-07-20	2021-07-20 19:02:07	V	Visa Inc.	Visa (V) Earnings Expected to Grow: What to Know Ahead of Next Week's Release	Visa (V) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.	https://finance.yahoo.com/news/visa-v-earnings-expected-grow-190207553.html?.tsrc=rss,2021-07-20	2021-07-20 19:02:07	V	Visa Inc.	Visa (V) Earnings Expected to Grow: What to Know Ahead of Next Week's Release	Visa (V) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.	https://finance.yahoo.com/news/visa-v-earnings-expected-grow-190207553.html?.tsrc=rss
2021-07-21,2021-07-21	2021-07-21 15:02:03	V	Visa Inc.	Xerox (XRX) to Post Q2 Earnings: What's in the Offing?	Xerox's (XRX) second-quarter 2021 earnings and revenues are likely to have increased year over year.	https://finance.yahoo.com/news/xerox-xrx-post-q2-earnings-150203065.html?.tsrc=rss,2021-07-21	2021-07-21 15:02:03	V	Visa Inc.	Xerox (XRX) to Post Q2 Earnings: What's in the Offing?	Xerox's (XRX) second-quarter 2021 earnings and revenues are likely to have increased year over year.	https://finance.yahoo.com/news/xerox-xrx-post-q2-earnings-150203065.html?.tsrc=rss
2021-07-21,2021-07-21	2021-07-21 18:15:06	V	Visa Inc.	Can Visa (V) Sustain Its Beat Streak for Earnings in Q3?	Growth in consumer spending and shift of payments from cash to the digital mode are likely to aid Visa's (V) Q3 results.	https://finance.yahoo.com/news/visa-v-sustain-beat-streak-181506755.html?.tsrc=rss,2021-07-21	2021-07-21 18:15:06	V	Visa Inc.	Can Visa (V) Sustain Its Beat Streak for Earnings in Q3?	Growth in consumer spending and shift of payments from cash to the digital mode are likely to aid Visa's (V) Q3 results.	https://finance.yahoo.com/news/visa-v-sustain-beat-streak-181506755.html?.tsrc=rss
2021-07-22,2021-07-22	2021-07-22 11:22:23	V	Visa Inc.	Visa snaps up London fintech Currencycloud for £700m	Currencycloud is a global platform that enables banks and fintechs to provide foreign exchange solutions for cross-border payments.	https://uk.finance.yahoo.com/news/visa-finance-banking-snaps-up-london-fintech-currencycloud-for-700-m-112223186.html?.tsrc=rss,2021-07-22	2021-07-22 11:22:23	V	Visa Inc.	Visa snaps up London fintech Currencycloud for £700m	Currencycloud is a global platform that enables banks and fintechs to provide foreign exchange solutions for cross-border payments.	https://uk.finance.yahoo.com/news/visa-finance-banking-snaps-up-london-fintech-currencycloud-for-700-m-112223186.html?.tsrc=rss
2021-07-23,2021-07-23	2021-07-23 12:25:14	V	Visa Inc.	American Express CEO: Consumer spending is powering back	Yahoo Finance chats with American Express Chairman and CEO Stephen Squeri.	https://finance.yahoo.com/news/american-express-ceo-consumer-spending-is-powering-back-122514645.html?.tsrc=rss,2021-07-23	2021-07-23 12:25:14	V	Visa Inc.	American Express CEO: Consumer spending is powering back	Yahoo Finance chats with American Express Chairman and CEO Stephen Squeri.	https://finance.yahoo.com/news/american-express-ceo-consumer-spending-is-powering-back-122514645.html?.tsrc=rss
2021-07-23,2021-07-23	2021-07-23 14:05:22	V	Visa Inc.	American Express beats Q1 estimates as consumer spending rebounds	Yahoo Finance’s Brian Sozzi sat down with American Express CEO Stephen Squeri to break down the financial service company's first-quarter earnings report.	https://finance.yahoo.com/video/american-express-beats-q2-estimates-140522459.html?.tsrc=rss,2021-07-23	2021-07-23 14:05:22	V	Visa Inc.	American Express beats Q1 estimates as consumer spending rebounds	Yahoo Finance’s Brian Sozzi sat down with American Express CEO Stephen Squeri to break down the financial service company's first-quarter earnings report.	https://finance.yahoo.com/video/american-express-beats-q2-estimates-140522459.html?.tsrc=rss
2021-07-26,2021-07-26	2021-07-26 14:18:02	V	Visa Inc.	Is a Surprise Coming for Visa (V) This Earnings Season?	Visa (V) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.	https://finance.yahoo.com/news/surprise-coming-visa-v-earnings-141802798.html?.tsrc=rss,2021-07-26	2021-07-26 14:18:02	V	Visa Inc.	Is a Surprise Coming for Visa (V) This Earnings Season?	Visa (V) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.	https://finance.yahoo.com/news/surprise-coming-visa-v-earnings-141802798.html?.tsrc=rss
2021-07-28,2021-07-28	2021-07-28 23:16:10	V	Visa Inc.	Mastercard (MA) Option Traders Optimistic Into Earnings	A sizable amount of call options are growing in the open interest for Mastercard and option premiums are unusually high right now.	https://finance.yahoo.com/m/7ca69856-18a9-345c-9f41-3cc00b48c51b/mastercard-%28ma%29-option.html?.tsrc=rss,2021-07-28	2021-07-28 23:16:10	V	Visa Inc.	Mastercard (MA) Option Traders Optimistic Into Earnings	A sizable amount of call options are growing in the open interest for Mastercard and option premiums are unusually high right now.	https://finance.yahoo.com/m/7ca69856-18a9-345c-9f41-3cc00b48c51b/mastercard-%28ma%29-option.html?.tsrc=rss
2021-07-28,2021-07-28	2021-07-28 15:59:44	V	Visa Inc.	Delta variant is not impacting spending: Visa CFO	Visa saw spending get a boost from travel and stimulus checks. Visa Vice Chairman & CFO Vasant Prabhu joins Yahoo Finance Live to discuss. 	https://finance.yahoo.com/video/delta-variant-not-impacting-spending-155944395.html?.tsrc=rss,2021-07-28	2021-07-28 15:59:44	V	Visa Inc.	Delta variant is not impacting spending: Visa CFO	Visa saw spending get a boost from travel and stimulus checks. Visa Vice Chairman & CFO Vasant Prabhu joins Yahoo Finance Live to discuss. 	https://finance.yahoo.com/video/delta-variant-not-impacting-spending-155944395.html?.tsrc=rss
2021-07-28,2021-07-28	2021-07-28 18:44:42	V	Visa Inc.	PayPal (PYPL) Option Traders Ready to Retest Highs	Option trading volumes indicate that traders have been buying calls and selling puts in anticipation of a positive earnings announcement.	https://finance.yahoo.com/m/5742d2da-fdea-3b1a-be32-40cd5318992b/paypal-%28pypl%29-option-traders.html?.tsrc=rss,2021-07-28	2021-07-28 18:44:42	V	Visa Inc.	PayPal (PYPL) Option Traders Ready to Retest Highs	Option trading volumes indicate that traders have been buying calls and selling puts in anticipation of a positive earnings announcement.	https://finance.yahoo.com/m/5742d2da-fdea-3b1a-be32-40cd5318992b/paypal-%28pypl%29-option-traders.html?.tsrc=rss
2021-08-02,2021-08-02	2021-08-02 22:39:04	V	Visa Inc.	Visa (V) Option Traders Unimpressed With Earnings Beat	The post-earnings option activity suggests that traders' confidence in Visa's share price is waning.	https://finance.yahoo.com/m/d82a7c71-2e14-372d-bc35-dda2c63a752d/visa-%28v%29-option-traders.html?.tsrc=rss,2021-08-02	2021-08-02 22:39:04	V	Visa Inc.	Visa (V) Option Traders Unimpressed With Earnings Beat	The post-earnings option activity suggests that traders' confidence in Visa's share price is waning.	https://finance.yahoo.com/m/d82a7c71-2e14-372d-bc35-dda2c63a752d/visa-%28v%29-option-traders.html?.tsrc=rss
2021-08-05,2021-08-05	2021-08-05 11:05:00	V	Visa Inc.	3 Dividend Stocks That Could Double Their Payouts in 5 Years	These hugely profitable businesses have plenty of room to make some aggressive increases to their dividends in the future.	https://finance.yahoo.com/m/66170691-21f5-3ff8-a26e-7129c6f9becc/3-dividend-stocks-that-could.html?.tsrc=rss,2021-08-05	2021-08-05 11:05:00	V	Visa Inc.	3 Dividend Stocks That Could Double Their Payouts in 5 Years	These hugely profitable businesses have plenty of room to make some aggressive increases to their dividends in the future.	https://finance.yahoo.com/m/66170691-21f5-3ff8-a26e-7129c6f9becc/3-dividend-stocks-that-could.html?.tsrc=rss
2021-08-10,2021-08-10	2021-08-10 14:20:02	V	Visa Inc.	Mastercard (MA) Ties Up With Penny Software to Ease B2B Payments	Mastercard (MA) collaborates with Penny Software in a bid to automate the procurement process of businesses and upgrade the B2B payments ecosystem of the wider MENA region.	https://finance.yahoo.com/news/mastercard-ma-ties-penny-software-142002046.html?.tsrc=rss,2021-08-10	2021-08-10 14:20:02	V	Visa Inc.	Mastercard (MA) Ties Up With Penny Software to Ease B2B Payments	Mastercard (MA) collaborates with Penny Software in a bid to automate the procurement process of businesses and upgrade the B2B payments ecosystem of the wider MENA region.	https://finance.yahoo.com/news/mastercard-ma-ties-penny-software-142002046.html?.tsrc=rss
2021-08-11,2021-08-11	2021-08-11 12:38:09	V	Visa Inc.	Visa Inc.'s (NYSE:V) Recent Stock Performance Looks Decent- Can Strong Fundamentals Be the Reason?	Most readers would already know that Visa's (NYSE:V) stock increased by 7.9% over the past three months. Given that the...	https://finance.yahoo.com/news/visa-inc-nyse-v-recent-123809905.html?.tsrc=rss,2021-08-11	2021-08-11 12:38:09	V	Visa Inc.	Visa Inc.'s (NYSE:V) Recent Stock Performance Looks Decent- Can Strong Fundamentals Be the Reason?	Most readers would already know that Visa's (NYSE:V) stock increased by 7.9% over the past three months. Given that the...	https://finance.yahoo.com/news/visa-inc-nyse-v-recent-123809905.html?.tsrc=rss
2021-08-12,2021-08-12	2021-08-12 10:40:00	V	Visa Inc.	3 Dividend-Paying Tech Stocks to Buy in August	Who said technology can't deliver both dividends and growth? Here are three stocks that do just that.	https://finance.yahoo.com/m/d4c5dbb3-397e-32ac-9ac2-680a5e4bf1f2/3-dividend-paying-tech-stocks.html?.tsrc=rss,2021-08-12	2021-08-12 10:40:00	V	Visa Inc.	3 Dividend-Paying Tech Stocks to Buy in August	Who said technology can't deliver both dividends and growth? Here are three stocks that do just that.	https://finance.yahoo.com/m/d4c5dbb3-397e-32ac-9ac2-680a5e4bf1f2/3-dividend-paying-tech-stocks.html?.tsrc=rss
2021-08-18,2021-08-18	2021-08-18 11:22:44	V	Visa Inc.	Bitcoin down even as crypto industry undergoes a 'revolution'	Investors worry economic recovery will slow due to a spike in coronavirus cases worldwide.	https://uk.finance.yahoo.com/news/bitcoin-crypto-latest-price-equity-market-ethereum-dogecoin-112244108.html?.tsrc=rss,2021-08-18	2021-08-18 11:22:44	V	Visa Inc.	Bitcoin down even as crypto industry undergoes a 'revolution'	Investors worry economic recovery will slow due to a spike in coronavirus cases worldwide.	https://uk.finance.yahoo.com/news/bitcoin-crypto-latest-price-equity-market-ethereum-dogecoin-112244108.html?.tsrc=rss
2021-08-18,2021-08-18	2021-08-18 13:27:01	V	Visa Inc.	Follow in Buffett's Footsteps by Retaining 3 Payment Stocks	Growing digital payments and e-commerce stand the payment processing stocks in good stead.	https://finance.yahoo.com/news/buffetts-footsteps-retaining-3-payment-132701626.html?.tsrc=rss,2021-08-18	2021-08-18 13:27:01	V	Visa Inc.	Follow in Buffett's Footsteps by Retaining 3 Payment Stocks	Growing digital payments and e-commerce stand the payment processing stocks in good stead.	https://finance.yahoo.com/news/buffetts-footsteps-retaining-3-payment-132701626.html?.tsrc=rss
2021-08-21,2021-08-21	2021-08-21 11:30:26	V	Visa Inc.	Why is OnlyFans letting financial companies lure it away from porn?	The porn industry's role in the creator economy is in jeopardy as OnlyFans bans sexually explicit content.	https://finance.yahoo.com/m/45f24ec9-bc8d-3a36-af01-23a4531ff672/why-is-onlyfans-letting.html?.tsrc=rss,2021-08-21	2021-08-21 11:30:26	V	Visa Inc.	Why is OnlyFans letting financial companies lure it away from porn?	The porn industry's role in the creator economy is in jeopardy as OnlyFans bans sexually explicit content.	https://finance.yahoo.com/m/45f24ec9-bc8d-3a36-af01-23a4531ff672/why-is-onlyfans-letting.html?.tsrc=rss
2021-08-21,2021-08-21	2021-08-21 11:30:26	V	Visa Inc.	Why is OnlyFans letting financial companies lure it away from porn?	The adult-centered OnlyFans is moving away from what it's known for.	https://finance.yahoo.com/news/why-onlyfans-letting-payment-companies-113026213.html?.tsrc=rss,2021-08-21	2021-08-21 11:30:26	V	Visa Inc.	Why is OnlyFans letting financial companies lure it away from porn?	The adult-centered OnlyFans is moving away from what it's known for.	https://finance.yahoo.com/news/why-onlyfans-letting-payment-companies-113026213.html?.tsrc=rss
2021-08-24,2021-08-24	2021-08-24 22:02:09	V	Visa Inc.	Coinbase accounts hacked as Bitcoin hovers near $50K	Decrypt Editor-in-Chief Dan Roberts joins the Yahoo Finance Live panel to discuss the latest crypto moves. 	https://finance.yahoo.com/video/coinbase-accounts-hacked-bitcoin-hovers-220209634.html?.tsrc=rss,2021-08-24	2021-08-24 22:02:09	V	Visa Inc.	Coinbase accounts hacked as Bitcoin hovers near $50K	Decrypt Editor-in-Chief Dan Roberts joins the Yahoo Finance Live panel to discuss the latest crypto moves. 	https://finance.yahoo.com/video/coinbase-accounts-hacked-bitcoin-hovers-220209634.html?.tsrc=rss
2021-08-25,2021-08-25	2021-08-25 19:16:07	V	Visa Inc.	Visa (V) Penetrates NFT Commerce Via CryptoPunk Purchase	Visa (V) forays into the NFT market with its first CryptoPunk acquisition.	https://finance.yahoo.com/news/visa-v-penetrates-nft-commerce-191607622.html?.tsrc=rss,2021-08-25	2021-08-25 19:16:07	V	Visa Inc.	Visa (V) Penetrates NFT Commerce Via CryptoPunk Purchase	Visa (V) forays into the NFT market with its first CryptoPunk acquisition.	https://finance.yahoo.com/news/visa-v-penetrates-nft-commerce-191607622.html?.tsrc=rss
2021-08-26,2021-08-26	2021-08-26 15:31:03	V	Visa Inc.	Why Is Visa (V) Down 5.8% Since Last Earnings Report?	Visa (V) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.	https://finance.yahoo.com/news/why-visa-v-down-5-153103783.html?.tsrc=rss,2021-08-26	2021-08-26 15:31:03	V	Visa Inc.	Why Is Visa (V) Down 5.8% Since Last Earnings Report?	Visa (V) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.	https://finance.yahoo.com/news/why-visa-v-down-5-153103783.html?.tsrc=rss
2021-09-10,2021-09-10	2021-09-10 15:02:02	V	Visa Inc.	MPs urged to tackle anti-competitive practices in card payments	Visa and Mastercard account for 99% of card transactions.	https://uk.finance.yahoo.com/news/m-ps-urged-to-tackle-anti-competitive-practices-in-card-payments-150202786.html?.tsrc=rss,2021-09-10	2021-09-10 15:02:02	V	Visa Inc.	MPs urged to tackle anti-competitive practices in card payments	Visa and Mastercard account for 99% of card transactions.	https://uk.finance.yahoo.com/news/m-ps-urged-to-tackle-anti-competitive-practices-in-card-payments-150202786.html?.tsrc=rss
2021-09-14,2021-09-14	2021-09-14 17:29:30	V	Visa Inc.	Intuit CEO on buying Mailchimp: 'We want to put our capital to great use'	Yahoo Finance Live talks with Intuit CEO Sasan Goodarzi about his $12 billion deal to buy Mailchimp.	https://finance.yahoo.com/news/intuit-ceo-on-buying-mailchimp-we-want-to-put-our-capital-to-great-use-172930090.html?.tsrc=rss,2021-09-14	2021-09-14 17:29:30	V	Visa Inc.	Intuit CEO on buying Mailchimp: 'We want to put our capital to great use'	Yahoo Finance Live talks with Intuit CEO Sasan Goodarzi about his $12 billion deal to buy Mailchimp.	https://finance.yahoo.com/news/intuit-ceo-on-buying-mailchimp-we-want-to-put-our-capital-to-great-use-172930090.html?.tsrc=rss
2021-09-15,2021-09-15	2021-09-15 11:00:00	V	Visa Inc.	This is the ’single largest danger’ of A.I. according to expert Kai-Fu Lee	Sinovation Ventures CEO Kai-Fu Lee joins 'Influencers with Andy Serwer' to explain the top 4 dangers of artificial intelligence. 	https://finance.yahoo.com/video/single-largest-danger-according-expert-110000859.html?.tsrc=rss,2021-09-15	2021-09-15 11:00:00	V	Visa Inc.	This is the ’single largest danger’ of A.I. according to expert Kai-Fu Lee	Sinovation Ventures CEO Kai-Fu Lee joins 'Influencers with Andy Serwer' to explain the top 4 dangers of artificial intelligence. 	https://finance.yahoo.com/video/single-largest-danger-according-expert-110000859.html?.tsrc=rss
2021-09-20,2021-09-20	2021-09-20 16:48:35	V	Visa Inc.	Evergrande crisis triggers this short-term stock market sell signal	A key technical level for the stock market has been breached due to the crisis gripping China property developer Evergrande.	https://finance.yahoo.com/news/evergrande-crisis-triggers-this-short-term-stock-market-sell-signal-164835740.html?.tsrc=rss,2021-09-20	2021-09-20 16:48:35	V	Visa Inc.	Evergrande crisis triggers this short-term stock market sell signal	A key technical level for the stock market has been breached due to the crisis gripping China property developer Evergrande.	https://finance.yahoo.com/news/evergrande-crisis-triggers-this-short-term-stock-market-sell-signal-164835740.html?.tsrc=rss
2021-09-21,2021-09-21	2021-09-21 19:51:20	V	Visa Inc.	Here is What Hedge Funds Think About Visa Inc (V)	In this article we will check out the progression of hedge fund sentiment towards Visa Inc (NYSE:V) and determine whether it is a good investment right now. We at Insider Monkey like to examine what billionaires and hedge funds think of a company before spending days of research on it. Given their 2 and 20 […]	https://finance.yahoo.com/news/hedge-funds-think-visa-inc-195120322.html?.tsrc=rss,2021-09-21	2021-09-21 19:51:20	V	Visa Inc.	Here is What Hedge Funds Think About Visa Inc (V)	In this article we will check out the progression of hedge fund sentiment towards Visa Inc (NYSE:V) and determine whether it is a good investment right now. We at Insider Monkey like to examine what billionaires and hedge funds think of a company before spending days of research on it. Given their 2 and 20 […]	https://finance.yahoo.com/news/hedge-funds-think-visa-inc-195120322.html?.tsrc=rss
2021-09-21,2021-09-21	2021-09-21 15:30:03	V	Visa Inc.	Has Visa (V) Outpaced Other Business Services Stocks This Year?	Is (V) Outperforming Other Business Services Stocks This Year?	https://finance.yahoo.com/news/visa-v-outpaced-other-business-153003146.html?.tsrc=rss,2021-09-21	2021-09-21 15:30:03	V	Visa Inc.	Has Visa (V) Outpaced Other Business Services Stocks This Year?	Is (V) Outperforming Other Business Services Stocks This Year?	https://finance.yahoo.com/news/visa-v-outpaced-other-business-153003146.html?.tsrc=rss
2021-09-27,2021-09-27	2021-09-27 13:30:01	V	Visa Inc.	Why Visa (V) is a Top Stock for the Long-Term	The Zacks Focus List offers investors a way to easily find top-rated stocks and build a winning investment portfolio. Here's why you should take advantage.	https://finance.yahoo.com/news/why-visa-v-top-stock-133001825.html?.tsrc=rss,2021-09-27	2021-09-27 13:30:01	V	Visa Inc.	Why Visa (V) is a Top Stock for the Long-Term	The Zacks Focus List offers investors a way to easily find top-rated stocks and build a winning investment portfolio. Here's why you should take advantage.	https://finance.yahoo.com/news/why-visa-v-top-stock-133001825.html?.tsrc=rss
2021-09-30,2021-09-30	2021-09-30 16:40:50	V	Visa Inc.	Equifax Hack: 5 Biggest Credit Card Data Breaches	Credit bureau Equifax revealed a giant data breach covering 143 million customers including credit cards.	https://finance.yahoo.com/m/ccf4439f-b234-3e48-baac-278d42420224/equifax-hack%3A-5-biggest.html?.tsrc=rss,2021-09-30	2021-09-30 16:40:50	V	Visa Inc.	Equifax Hack: 5 Biggest Credit Card Data Breaches	Credit bureau Equifax revealed a giant data breach covering 143 million customers including credit cards.	https://finance.yahoo.com/m/ccf4439f-b234-3e48-baac-278d42420224/equifax-hack%3A-5-biggest.html?.tsrc=rss
2021-10-01,2021-10-01	2021-10-01 10:26:00	V	Visa Inc.	Is Mastercard a Better Buy Than Visa?	Many investors feel that Mastercard (NYSE: MA) is a better investment than Visa (NYSE: V) simply because it's a little bit smaller and therefore has more room to grow.  Matt Frankel: I would agree with that.	https://finance.yahoo.com/m/36279c3b-9a55-3344-8f95-74c9e3634f7b/is-mastercard-a-better-buy.html?.tsrc=rss,2021-10-01	2021-10-01 10:26:00	V	Visa Inc.	Is Mastercard a Better Buy Than Visa?	Many investors feel that Mastercard (NYSE: MA) is a better investment than Visa (NYSE: V) simply because it's a little bit smaller and therefore has more room to grow.  Matt Frankel: I would agree with that.	https://finance.yahoo.com/m/36279c3b-9a55-3344-8f95-74c9e3634f7b/is-mastercard-a-better-buy.html?.tsrc=rss
2021-10-01,2021-10-01	2021-10-01 16:25:03	V	Visa Inc.	Will Affirm replace the debit card? It's going to try	Affirm founder and CEO Max Levchin chats with Yahoo Finance Live about the company's plans with a new debit card and crypto trading product.	https://finance.yahoo.com/news/will-affirm-replace-the-debit-card-its-going-to-try-162503277.html?.tsrc=rss,2021-10-01	2021-10-01 16:25:03	V	Visa Inc.	Will Affirm replace the debit card? It's going to try	Affirm founder and CEO Max Levchin chats with Yahoo Finance Live about the company's plans with a new debit card and crypto trading product.	https://finance.yahoo.com/news/will-affirm-replace-the-debit-card-its-going-to-try-162503277.html?.tsrc=rss
2021-10-06,2021-10-06	2021-10-06 06:38:14	V	Visa Inc.	Apple Falls as Report of Visa Fee Cut Adds to General Weakness	By Dhirendra Tripathi	https://finance.yahoo.com/news/apple-falls-report-visa-fee-063814128.html?.tsrc=rss,2021-10-06	2021-10-06 06:38:14	V	Visa Inc.	Apple Falls as Report of Visa Fee Cut Adds to General Weakness	By Dhirendra Tripathi	https://finance.yahoo.com/news/apple-falls-report-visa-fee-063814128.html?.tsrc=rss
2021-10-07,2021-10-07	2021-10-07 15:30:03	V	Visa Inc.	Is Visa (V) Stock Outpacing Its Business Services Peers This Year?	Is (V) Outperforming Other Business Services Stocks This Year?	https://finance.yahoo.com/news/visa-v-stock-outpacing-business-153003944.html?.tsrc=rss,2021-10-07	2021-10-07 15:30:03	V	Visa Inc.	Is Visa (V) Stock Outpacing Its Business Services Peers This Year?	Is (V) Outperforming Other Business Services Stocks This Year?	https://finance.yahoo.com/news/visa-v-stock-outpacing-business-153003944.html?.tsrc=rss
2021-10-08,2021-10-08	2021-10-08 18:18:06	V	Visa Inc.	Visa (V) Expands Into BNPL Market Via Partnerships in Australia	Visa (V) ties up with ANZ and Quest to expand its reach in the BNPL market of Australia.	https://finance.yahoo.com/news/visa-v-expands-bnpl-market-181806395.html?.tsrc=rss,2021-10-08	2021-10-08 18:18:06	V	Visa Inc.	Visa (V) Expands Into BNPL Market Via Partnerships in Australia	Visa (V) ties up with ANZ and Quest to expand its reach in the BNPL market of Australia.	https://finance.yahoo.com/news/visa-v-expands-bnpl-market-181806395.html?.tsrc=rss
2021-10-09,2021-10-09	2021-10-09 11:15:00	V	Visa Inc.	3 Buffett Stocks to Buy Hand Over Fist in October	These three blue-chip stocks are each featured as a top 20 holding of Warren Buffett's Berkshire Hathaway.	https://finance.yahoo.com/m/badd47da-82ae-3194-8b92-bc3a4d4780c7/3-buffett-stocks-to-buy-hand.html?.tsrc=rss,2021-10-09	2021-10-09 11:15:00	V	Visa Inc.	3 Buffett Stocks to Buy Hand Over Fist in October	These three blue-chip stocks are each featured as a top 20 holding of Warren Buffett's Berkshire Hathaway.	https://finance.yahoo.com/m/badd47da-82ae-3194-8b92-bc3a4d4780c7/3-buffett-stocks-to-buy-hand.html?.tsrc=rss
2021-10-18,2021-10-18	2021-10-18 17:37:21	V	Visa Inc.	American Express commits to a future of hybrid work	American Express commits to a future of hybrid work at the pandemic looks to round the corner.	https://finance.yahoo.com/news/american-express-commits-to-a-future-of-hybrid-work-173721488.html?.tsrc=rss,2021-10-18	2021-10-18 17:37:21	V	Visa Inc.	American Express commits to a future of hybrid work	American Express commits to a future of hybrid work at the pandemic looks to round the corner.	https://finance.yahoo.com/news/american-express-commits-to-a-future-of-hybrid-work-173721488.html?.tsrc=rss
2021-10-19,2021-10-19	2021-10-19 19:02:07	V	Visa Inc.	Visa (V) Earnings Expected to Grow: Should You Buy?	Visa (V) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.	https://finance.yahoo.com/news/visa-v-earnings-expected-grow-190207711.html?.tsrc=rss,2021-10-19	2021-10-19 19:02:07	V	Visa Inc.	Visa (V) Earnings Expected to Grow: Should You Buy?	Visa (V) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.	https://finance.yahoo.com/news/visa-v-earnings-expected-grow-190207711.html?.tsrc=rss
2021-10-20,2021-10-20	2021-10-20 16:10:04	V	Visa Inc.	Why Visa (V) is Poised to Beat Earnings Estimates Again	Visa (V) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.	https://finance.yahoo.com/news/why-visa-v-poised-beat-161004711.html?.tsrc=rss,2021-10-20	2021-10-20 16:10:04	V	Visa Inc.	Why Visa (V) is Poised to Beat Earnings Estimates Again	Visa (V) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.	https://finance.yahoo.com/news/why-visa-v-poised-beat-161004711.html?.tsrc=rss
2021-10-21,2021-10-21	2021-10-21 17:31:05	V	Visa Inc.	Will Visa (V) Continue With Its Beat Streak in Q4 Earnings?	Visa's (V) Q4 results are likely to reflect higher revenues as well as earnings.	https://finance.yahoo.com/news/visa-v-continue-beat-streak-173105768.html?.tsrc=rss,2021-10-21	2021-10-21 17:31:05	V	Visa Inc.	Will Visa (V) Continue With Its Beat Streak in Q4 Earnings?	Visa's (V) Q4 results are likely to reflect higher revenues as well as earnings.	https://finance.yahoo.com/news/visa-v-continue-beat-streak-173105768.html?.tsrc=rss
2021-10-25,2021-10-25	2021-10-25 12:32:12	V	Visa Inc.	Why Earnings Season Could Be Great for Visa (V)	Visa (V) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.	https://finance.yahoo.com/news/why-earnings-season-could-great-123212657.html?.tsrc=rss,2021-10-25	2021-10-25 12:32:12	V	Visa Inc.	Why Earnings Season Could Be Great for Visa (V)	Visa (V) is seeing favorable earnings estimate revision activity and has a positive Zacks Earnings ESP heading into earnings season.	https://finance.yahoo.com/news/why-earnings-season-could-great-123212657.html?.tsrc=rss
2021-10-25,2021-10-25	2021-10-25 13:51:37	V	Visa Inc.	This Dividend Stock Is Rolling in Cash. But Is It a Buy?	Visa's excellent cash position is just one indication of why it's a great buy for its dividend and long-term returns.	https://finance.yahoo.com/m/3746be0c-ed7a-3735-8aee-a6585e86f9e6/this-dividend-stock-is.html?.tsrc=rss,2021-10-25	2021-10-25 13:51:37	V	Visa Inc.	This Dividend Stock Is Rolling in Cash. But Is It a Buy?	Visa's excellent cash position is just one indication of why it's a great buy for its dividend and long-term returns.	https://finance.yahoo.com/m/3746be0c-ed7a-3735-8aee-a6585e86f9e6/this-dividend-stock-is.html?.tsrc=rss
2021-10-25,2021-10-25	2021-10-25 18:31:57	V	Visa Inc.	American Express CEO: Don't expect a crypto-linked credit card anytime soon	American Express Chairman and CEO Stephen Squeri weighs in on the financial services industry's shift to cryptocurrencies.	https://finance.yahoo.com/news/american-express-ceo-dont-expect-a-crypto-linked-credit-card-anytime-soon-183157512.html?.tsrc=rss,2021-10-25	2021-10-25 18:31:57	V	Visa Inc.	American Express CEO: Don't expect a crypto-linked credit card anytime soon	American Express Chairman and CEO Stephen Squeri weighs in on the financial services industry's shift to cryptocurrencies.	https://finance.yahoo.com/news/american-express-ceo-dont-expect-a-crypto-linked-credit-card-anytime-soon-183157512.html?.tsrc=rss
